date,open,high,low,close,volume
2023-02-16,155.021708,158.052069,154.487342,157.509129,32280261
2023-02-17,157.771816,160.478963,156.273040,158.968816,49779802
2023-02-20,158.626712,158.882105,155.239064,155.489405,33783595
2023-02-21,154.505100,157.913140,154.141295,157.542184,41953435
2023-02-22,157.972396,160.884102,156.070073,158.969769,18567271
2023-02-23,159.437184,159.702603,157.418010,157.680505,35931517
2023-02-24,157.427826,159.898818,156.798355,159.262013,15171482
2023-02-27,158.545263,162.419001,158.168264,162.033706,18418098
2023-02-28,161.733475,163.418666,161.200176,162.881582,52736116
2023-03-01,162.032859,163.095350,161.702528,162.763529,17890065
2023-03-02,162.935195,163.541161,160.571660,161.171064,39382286
2023-03-03,160.478773,165.355651,158.428178,163.269397,59786567
2023-03-06,163.487657,166.396425,161.327661,164.226666,31570288
2023-03-07,163.963750,166.966587,163.078121,166.069584,24379849
2023-03-08,165.906062,171.785531,164.111053,169.946803,46013503
2023-03-09,169.236170,169.639082,166.965781,167.364236,50860569
2023-03-10,166.825034,171.923450,165.741838,170.814351,64714349
2023-03-13,171.025692,178.086060,169.667518,176.682960,20183543
2023-03-14,176.993312,180.525486,176.303479,179.824618,59147669
2023-03-15,180.196919,182.123861,178.969933,180.892141,59849820
2023-03-16,181.047797,182.813196,178.648854,180.408014,16058772
2023-03-17,180.573845,183.895057,178.329711,181.637701,9917332
2023-03-20,181.421443,184.169365,180.668442,183.408118,52415230
2023-03-21,182.856824,186.086055,180.223765,183.444533,49101639
2023-03-22,184.167683,187.707990,183.667009,187.199075,61884226
2023-03-23,187.657895,191.200290,185.189141,188.717595,40362699
2023-03-24,188.698967,191.391390,186.774759,189.459427,69183009
2023-03-27,189.703416,190.232393,189.383389,189.912014,29425485
2023-03-28,190.251579,193.053211,184.857332,187.620215,22099837
2023-03-29,187.753687,189.786436,183.267179,185.273071,45570616
2023-03-30,185.464910,187.043814,181.867714,183.429289,62140009
2023-03-31,183.095979,185.550239,181.103893,183.553178,69712638
2023-04-03,184.406671,185.135626,181.345774,182.065474,14070510
2023-04-04,181.545783,183.585599,181.104843,183.140786,22075383
2023-04-05,183.313809,183.708571,179.500160,179.887543,19330487
2023-04-06,180.066593,181.164867,178.199468,179.293023,10524277
2023-04-07,179.298634,181.513711,174.739808,176.925568,50686965
2023-04-10,177.277671,179.590040,174.221546,176.524085,9839625
2023-04-11,176.808965,177.037544,173.415915,173.640399,45060389
2023-04-12,173.831880,174.748650,170.841035,171.746809,65406559
2023-04-13,171.022749,177.528000,169.200602,175.656483,38401942
2023-04-14,175.695755,178.229270,168.806742,171.276533,46674753
2023-04-17,170.876752,175.722829,170.657257,175.497399,43788503
2023-04-18,175.726737,177.678007,172.428638,174.364785,9229030
2023-04-19,174.908592,177.209958,171.591032,173.878849,52496901
2023-04-20,173.507952,175.749093,170.341353,172.570384,8917082
2023-04-21,172.439519,177.398260,170.124921,175.048641,63952630
2023-04-24,175.403209,177.052460,174.160076,175.806468,16431532
2023-04-25,175.414156,179.555981,174.553793,178.679602,55095690
2023-04-26,178.417394,180.889467,176.694649,179.159557,32781278
2023-04-27,179.398361,179.906233,176.788394,177.290299,8689963
2023-04-28,176.990093,181.016539,176.263788,180.276748,69108043
2023-05-01,180.546477,183.498185,177.839369,180.787464,61015435
2023-05-02,181.146204,183.284472,178.536727,180.669365,44525906
2023-05-03,179.827536,180.775902,179.249664,180.196844,20199216
2023-05-04,180.321811,183.782510,177.681835,181.130692,23093506
2023-05-05,180.519971,181.273882,180.070902,180.824057,60097914
2023-05-08,179.982580,185.713144,179.019888,184.725086,61248553
2023-05-09,184.809031,185.198775,183.846587,184.235121,41461910
2023-05-10,184.684493,187.036086,178.485992,180.787971,23129585
2023-05-11,180.955730,183.038202,176.827223,178.885874,60319298
2023-05-12,178.898901,180.948784,174.575368,176.598896,59364875
2023-05-15,176.338259,182.007003,174.191277,179.817658,21476924
2023-05-16,179.547213,182.968610,178.957719,182.369848,55870216
2023-05-17,182.642101,187.030565,180.090786,184.453941,49058878
2023-05-18,184.949470,185.207542,184.019906,184.277040,27153152
2023-05-19,183.796767,186.232171,177.259945,179.640274,54764824
2023-05-22,180.432252,180.684992,179.088963,179.340174,37771639
2023-05-23,179.087535,180.045791,172.530890,173.459029,29941690
2023-05-24,173.734464,175.444366,171.764010,173.471323,21054630
2023-05-25,173.052311,177.545578,172.560566,177.042495,36465759
2023-05-26,177.364943,179.286444,176.245995,178.162464,28535100
2023-05-29,178.516720,182.585400,177.720988,181.775144,11262816
2023-05-30,182.162261,183.865368,180.024359,181.723362,55002554
2023-05-31,181.879624,183.632750,180.051694,181.804093,56265286
2023-06-01,182.432816,183.300207,179.873163,180.732471,26208460
2023-06-02,180.857854,181.369833,180.232725,180.744383,20733932
2023-06-05,180.718461,183.635185,178.731841,181.638451,59684262
2023-06-06,181.473534,183.729743,176.816345,179.042327,68745696
2023-06-07,179.960165,180.759298,175.570186,176.353302,16503356
2023-06-08,176.179284,176.971484,175.121911,175.912914,23843838
2023-06-09,175.914761,176.621204,173.126065,173.824113,37068611
2023-06-12,173.251452,173.888925,171.964962,172.600038,59774828
2023-06-13,173.789524,177.383228,173.311612,176.896771,43836106
2023-06-14,176.547796,178.894366,172.227609,174.547594,44914070
2023-06-15,173.594391,177.435217,172.146369,175.967402,35387170
2023-06-16,175.620267,179.527098,173.768426,177.653813,38263842
2023-06-19,177.321533,179.595505,175.596759,177.865441,15710581
2023-06-20,177.853638,182.557108,175.916185,180.589847,16583495
2023-06-21,180.955032,181.410807,179.719881,180.173688,24056185
2023-06-22,180.498674,182.803239,175.358800,177.626697,50100992
2023-06-23,177.312576,180.474866,175.164674,178.314823,67315888
2023-06-26,177.976825,178.511019,177.554070,178.088000,52913588
2023-06-27,177.748400,182.517837,175.443181,180.181068,37653097
2023-06-28,180.440993,184.282810,179.335906,183.161064,24829572
2023-06-29,183.123196,187.649951,180.794894,185.294047,29775995
2023-06-30,185.975824,186.912374,184.985353,185.921630,17798277
2023-07-03,185.435188,185.857443,181.579350,181.993768,8032402
2023-07-04,182.155043,182.974454,177.446621,178.248458,26405813
2023-07-05,177.764648,180.367109,174.615075,177.209407,21557357
2023-07-06,177.341667,178.745834,176.925554,178.327407,25675015
2023-07-07,178.672878,178.929207,175.422397,175.674424,47117402
2023-07-10,174.755728,179.340073,172.141303,176.696611,64120952
2023-07-11,176.703529,180.635996,174.166734,178.079448,47858206
2023-07-12,178.151233,181.515734,176.570492,179.919305,62719166
2023-07-13,180.168024,185.990431,178.830198,184.619551,50371637
2023-07-14,184.104176,185.898041,182.681409,184.472427,35028103
2023-07-17,183.885033,186.622704,176.274566,178.938594,54712213
2023-07-18,178.626647,182.215354,176.284621,179.857195,63626925
2023-07-19,179.618152,182.261309,174.566849,177.174039,10179582
2023-07-20,177.814509,180.373259,173.666599,176.202147,30312161
2023-07-21,176.658173,179.108390,172.897588,175.329375,44949408
2023-07-24,175.534017,177.573183,170.205317,172.205819,49570590
2023-07-25,172.107729,173.566637,170.478586,171.936038,33660365
2023-07-26,172.086185,176.372404,171.651018,175.927523,59517945
2023-07-27,176.264925,180.780311,174.088890,178.575748,37492333
2023-07-28,178.829319,182.417308,176.817438,180.387892,28637221
2023-07-31,181.105375,183.421958,178.735360,181.051251,45757176
2023-08-01,181.003357,182.276813,176.758187,178.010586,32441004
2023-08-02,177.659939,178.584450,175.483112,176.401072,42409899
2023-08-03,176.775876,178.334201,175.178174,176.736149,11330177
2023-08-04,176.083093,178.385735,172.610450,174.897589,17603675
2023-08-07,174.729712,180.046540,172.963098,178.244390,67756198
2023-08-08,178.525116,178.907044,174.863140,175.238036,32111557
2023-08-09,174.207159,175.778781,173.082235,174.650991,53494494
2023-08-10,174.651760,176.399455,171.262643,172.993747,48182137
2023-08-11,172.109298,175.590502,169.587350,173.054701,41668465
2023-08-14,172.143201,174.952067,169.661016,172.465239,32054008
2023-08-15,172.488117,174.635354,170.104441,172.248698,50803523
2023-08-16,171.700665,181.267502,169.643735,179.121670,34850406
2023-08-17,179.193363,182.210109,178.931407,181.944131,63841781
2023-08-18,181.838045,183.083732,177.287157,178.510045,68017993
2023-08-21,178.773968,185.286613,177.686508,184.166352,53161492
2023-08-22,183.741341,185.700306,180.207504,182.149497,55389761
2023-08-23,181.500654,188.255195,179.034402,185.731454,21834474
2023-08-24,185.373739,189.571345,183.128117,187.302360,26135452
2023-08-25,186.456643,187.075055,184.950887,185.566346,57361564
2023-08-28,185.419113,189.171397,184.232464,187.968434,31608333
2023-08-29,188.292300,191.780085,186.069852,189.542877,41359863
2023-08-30,189.315222,196.652495,186.478154,193.748983,41299176
2023-08-31,194.581844,194.895258,191.225941,191.534448,43177683
2023-09-01,191.331710,198.247774,189.321064,196.186114,37968792
2023-09-04,196.501403,198.166341,191.664201,193.302031,24798836
2023-09-05,194.113018,195.339506,189.132529,190.335146,19834418
2023-09-06,190.497705,193.163138,188.818855,191.475669,50484242
2023-09-07,191.235627,193.460668,189.281881,191.504179,49603263
2023-09-08,191.380510,194.228914,186.506276,189.324073,35371608
2023-09-11,189.174625,196.611715,187.946662,195.343708,49719709
2023-09-12,195.261933,199.009005,194.658259,198.395643,22817447
2023-09-13,199.020205,200.155062,196.946934,198.076410,15995177
2023-09-14,197.695859,201.155250,195.907170,199.351581,43729568
2023-09-15,199.833644,201.425530,194.166934,195.726099,43275292
2023-09-18,196.521757,201.244372,193.767555,198.462964,59745068
2023-09-19,199.069507,200.183503,198.818160,199.931068,60823371
2023-09-20,199.770617,205.399330,197.293281,202.883393,36196655
2023-09-21,201.926533,202.707505,198.936812,199.709207,23476265
2023-09-22,199.629021,201.473867,191.778448,193.567275,28000388
2023-09-25,193.155150,195.649613,191.843311,194.329796,28301842
2023-09-26,194.232287,197.966444,193.684147,197.409338,48528872
2023-09-27,197.303342,197.584118,196.981354,197.262070,38259991
2023-09-28,197.771965,201.655066,196.264846,200.129978,14921074
2023-09-29,199.092194,205.429831,196.631852,202.922159,54768961
2023-10-02,202.411261,207.518035,200.141310,205.216625,23122473
2023-10-03,205.400182,207.100637,199.284187,200.947781,46385559
2023-10-04,202.641663,203.242769,198.691537,199.282679,58424477
2023-10-05,199.514987,203.545225,197.283016,201.293359,17096690
2023-10-06,199.998068,202.888149,199.282724,202.165054,27302894
2023-10-09,201.354346,204.186560,196.977343,199.787518,28072648
2023-10-10,198.633478,200.570046,198.272710,200.206421,35686278
2023-10-11,199.642202,202.416695,197.553307,200.320702,26104256
2023-10-12,199.862579,202.533041,199.067958,201.730992,44321925
2023-10-13,202.633488,203.233113,200.783046,201.378959,10476697
2023-10-16,200.810639,203.438671,198.885057,201.506416,52494960
2023-10-17,200.861155,206.195238,198.198109,203.497242,42103784
2023-10-18,203.195274,205.469537,200.553002,202.823100,60163466
2023-10-19,202.674438,204.603960,202.266004,204.192467,30970351
2023-10-20,204.110807,205.566011,201.477537,202.924282,29862566
2023-10-23,202.035842,202.948680,200.041424,200.949353,55828051
2023-10-24,199.587008,201.726536,198.830646,200.964952,36031509
2023-10-25,200.367395,205.261625,197.505266,202.370878,56833563
2023-10-26,201.743758,204.893938,200.483663,203.622110,44104367
2023-10-27,203.954139,205.928850,202.216072,204.188783,42606269
2023-10-30,204.389025,205.463913,201.819756,202.886744,37163896
2023-10-31,203.234852,207.652028,200.649665,205.043830,43236047
2023-11-01,204.821483,206.196519,200.315815,201.669692,49571585
2023-11-02,202.102317,202.678263,198.578055,199.145574,18141036
2023-11-03,199.385363,199.891462,196.276701,196.776177,32563638
2023-11-06,197.375671,198.505120,193.932692,195.048827,48428178
2023-11-07,195.361814,196.507416,175.759465,176.796198,53657275
2023-11-08,176.199705,177.588949,173.965315,175.347843,18170983
2023-11-09,176.077069,176.819823,172.591067,173.322200,20146163
2023-11-10,174.002723,176.437541,171.683320,174.116620,41886891
2023-11-13,174.660755,177.994708,173.449806,176.769141,13892736
2023-11-14,176.985515,177.250297,174.498453,174.759905,42459152
2023-11-15,174.860513,177.357781,167.543125,169.970558,51947954
2023-11-16,169.866832,170.048816,166.150677,166.328871,19829728
2023-11-17,166.382739,167.427601,165.055923,166.099004,63862703
2023-11-20,165.643212,165.883989,163.296926,163.534638,43384440
2023-11-21,163.746820,165.030246,162.781155,164.062718,48804886
2023-11-22,162.723916,167.735929,161.995953,166.988886,67768545
2023-11-23,166.439447,169.512825,166.204952,169.274336,39731062
2023-11-24,169.629912,174.910037,168.722648,173.979508,24844286
2023-11-27,173.754660,179.864937,171.294030,177.353344,58655909
2023-11-28,177.327290,180.663068,176.136235,179.457703,39714789
2023-11-29,179.345437,183.687196,178.210396,182.531988,48413928
2023-11-30,182.249574,185.931824,181.232029,184.899484,30302218
2023-12-01,184.928784,186.576710,182.209103,183.847392,25864882
2023-12-04,183.725068,188.765999,181.657308,186.665150,51206301
2023-12-05,186.334408,192.851779,185.270425,191.756833,20058645
2023-12-06,191.389586,194.758366,188.935171,192.292374,57838908
2023-12-07,192.935600,194.604193,189.976238,191.633571,45945518
2023-12-08,192.346846,194.437028,186.566492,188.616133,63046487
2023-12-11,188.235547,188.711143,185.843270,186.314011,41926824
2023-12-12,186.089794,189.411742,184.829668,188.137748,55362674
2023-12-13,186.749736,189.420740,184.820429,187.483848,10490196
2023-12-14,188.658332,189.739186,184.513431,185.576629,67700879
2023-12-15,185.631183,186.886853,183.467559,184.717045,68441044
2023-12-18,184.092196,190.056197,182.017734,187.938393,69510565
2023-12-19,188.355006,190.683812,188.129873,190.456168,15572829
2023-12-20,190.170088,192.915135,187.954368,190.693319,42466005
2023-12-21,190.630166,193.183005,186.544818,189.076857,11426161
2023-12-22,189.252592,190.197914,186.835433,187.773366,18399287
2023-12-25,188.051827,189.160854,185.876443,186.979144,43153967
2023-12-26,187.116715,189.610058,182.103915,184.563233,27225436
2023-12-27,185.268589,185.650534,182.175511,182.551856,33708041
2023-12-28,182.445488,187.126012,179.793208,184.444670,13266141
2023-12-29,184.597127,187.409004,182.188269,184.994955,54542912
2024-01-01,185.139906,187.588680,179.087463,181.487934,28314085
2024-01-02,180.863090,181.949914,178.805234,179.886187,41529517
2024-01-03,180.124476,180.721270,176.112011,176.697451,17492354
2024-01-04,176.011931,176.260133,175.441455,175.689203,8923009
2024-01-05,175.008948,177.673803,173.100171,175.756868,64733696
2024-01-08,175.175415,179.331796,173.178582,177.310624,45153365
2024-01-09,178.266802,178.805958,174.101643,174.629798,9109281
2024-01-10,174.589280,176.914119,168.408426,170.681226,50898508
2024-01-11,170.746166,171.107893,170.152745,170.513980,61275389
2024-01-12,170.233886,173.124898,169.608935,172.491658,32928770
2024-01-15,172.813885,173.386221,172.325854,172.897952,43831310
2024-01-16,172.544098,174.834905,171.760829,174.044825,57263088
2024-01-17,174.987315,181.335790,173.971574,180.289273,66430362
2024-01-18,180.451780,182.411927,174.900705,176.821417,11532692
2024-01-19,176.540174,180.840849,175.267466,179.546468,53996493
2024-01-22,179.224886,179.852857,177.717883,178.342764,35276443
2024-01-23,178.283905,178.767491,174.391972,174.866288,60775908
2024-01-24,174.516091,177.858096,173.280482,176.607678,22356832
2024-01-25,176.673690,179.312338,174.580242,177.212506,23880704
2024-01-26,177.407293,179.929601,173.686500,176.191523,43573747
2024-01-29,176.069734,178.184048,175.266943,177.375304,15316062
2024-01-30,176.996133,182.954457,175.577229,181.499453,52949237
2024-01-31,181.206294,183.809500,179.262736,181.858942,37159114
2024-02-01,183.073397,185.921418,181.863254,184.700519,16013907
2024-02-02,185.747658,186.040103,181.207353,181.493099,27952602
2024-02-05,181.024848,185.536655,180.536573,185.037557,21563277
2024-02-06,184.609264,186.374497,182.503920,184.265870,13045068
2024-02-07,184.702284,189.184520,181.962000,186.418769,15443123
2024-02-08,185.934101,190.000422,183.197296,187.244331,57655720
2024-02-09,186.900463,189.220622,185.702214,188.015226,28261766
2024-02-12,187.887705,190.162007,183.888807,186.141977,45660898
2024-02-13,186.444849,189.565589,184.492400,187.601032,23191619
2024-02-14,187.643939,188.655266,184.840182,185.841796,19662236
2024-02-15,185.119028,188.587839,183.518745,186.971541,46061540
2024-02-16,186.591143,187.885619,184.096744,185.382837,54910574
2024-02-19,185.009915,193.328986,182.386676,190.626115,18496434
2024-02-20,190.717270,192.675261,188.343784,190.297464,20443463
2024-02-21,190.594901,191.311056,189.502170,190.216904,65846750
2024-02-22,190.701044,196.078559,188.202540,193.542823,43217216
2024-02-23,194.074289,197.622143,193.346144,196.883458,32222675
2024-02-26,195.976220,201.434267,193.368390,198.789007,32854811
2024-02-27,198.578270,200.729582,197.779900,199.925796,14919143
2024-02-28,200.510577,201.685677,198.493076,199.663210,67731466
2024-02-29,200.282444,205.239017,199.060481,203.994406,55574042
2024-03-01,204.126173,207.801633,202.513168,206.172459,57192164
2024-03-04,206.274677,209.231122,201.435925,204.364999,44233372
2024-03-05,204.165622,205.730409,203.751061,205.313517,65102948
2024-03-06,205.457564,210.438873,203.183818,208.135490,68522630
2024-03-07,207.570321,210.041516,202.009220,204.443186,27430734
2024-03-08,205.052410,208.702213,202.290086,205.928091,52619030
2024-03-11,207.678793,210.594641,201.874172,204.748884,65589460
2024-03-12,203.897194,204.742033,201.965694,202.806011,66604513
2024-03-13,202.080373,209.677187,201.277005,208.846919,60637648
2024-03-14,209.808145,211.775079,205.567337,207.512752,40953140
2024-03-15,207.663979,209.900627,205.872732,208.105571,52774730
2024-03-18,207.032938,208.708185,206.023909,207.695925,37630426
2024-03-19,207.581569,208.002327,206.658735,207.078473,30584084
2024-03-20,205.871259,207.075759,202.371047,203.562037,24761907
2024-03-21,204.428964,204.793656,200.158713,200.516425,23068564
2024-03-22,201.244045,202.215686,200.052303,201.022876,51959615
2024-03-25,201.190790,201.416740,199.739396,199.963968,62761842
2024-03-26,200.323608,202.304082,196.730973,198.695350,55247521
2024-03-27,199.046044,200.975978,194.800657,196.707921,57995304
2024-03-28,197.980980,198.868860,195.300386,196.180190,62703164
2024-03-29,195.514100,198.480360,193.328807,196.286434,61637543
2024-04-01,196.532474,196.867714,193.163216,193.493272,48964046
2024-04-02,192.678125,194.621197,189.271041,191.199198,34420579
2024-04-03,191.408127,192.072401,189.639339,190.299767,23899185
2024-04-04,189.451989,191.057128,187.826569,189.431534,36191279
2024-04-05,190.027265,192.658760,186.242766,188.858069,66543789
2024-04-08,189.575671,193.265613,188.762268,192.439921,25576747
2024-04-09,191.982241,194.123978,188.250026,190.373819,12070016
2024-04-10,190.707444,192.289212,189.829981,191.408522,54987876
2024-04-11,191.383631,195.674224,189.039268,193.306309,61324616
2024-04-12,192.354406,193.922302,189.858476,191.418746,11179057
2024-04-15,192.101367,193.075445,188.997110,189.960332,37523310
2024-04-16,190.279678,192.340625,187.028275,189.076187,40269302
2024-04-17,189.553762,191.915836,185.975523,188.322250,60482520
2024-04-18,187.678173,189.537725,184.783335,186.632527,49990918
2024-04-19,187.348451,187.734503,185.492347,185.875363,10532077
2024-04-22,185.652344,187.801734,178.175109,180.262093,11739217
2024-04-23,180.674412,183.117943,177.615494,180.050588,49282296
2024-04-24,179.385667,184.570246,177.614285,182.765489,47285911
2024-04-25,181.919424,186.042236,180.005317,184.105132,20173152
2024-04-26,183.829631,186.303563,182.194350,184.660888,62268382
2024-04-29,184.847795,186.677400,183.538568,185.364513,34514069
2024-04-30,185.323904,189.269124,183.654994,187.579898,33967762
2024-05-01,187.549765,190.398913,186.424284,189.263150,57575676
2024-05-02,189.471358,191.817974,187.690944,190.032288,67288762
2024-05-03,189.748979,191.218426,181.811000,183.229963,60321174
2024-05-06,183.631504,189.291194,181.096968,186.714111,52831550
2024-05-07,187.087311,189.217768,182.762371,184.867550,33469679
2024-05-08,184.435211,188.616954,181.816434,185.976296,44830621
2024-05-09,185.600510,191.603539,185.357095,191.352580,30069074
2024-05-10,191.591597,193.512485,189.285827,191.202817,43670124
2024-05-13,190.484571,199.751166,187.994842,197.174003,60258850
2024-05-14,196.451196,202.466357,193.681289,199.651329,45964187
2024-05-15,199.160353,202.136524,194.595507,197.547578,52760058
2024-05-16,198.644071,199.953701,196.373182,197.676433,63646639
2024-05-17,197.391981,198.691603,194.993466,196.285805,65707200
2024-05-20,196.207318,197.453278,191.255018,192.477292,36550668
2024-05-21,192.784596,198.932555,192.540722,198.681222,58709842
2024-05-22,199.123535,199.819965,198.746958,199.442783,19482201
2024-05-23,199.104601,201.003171,196.249641,198.139004,57316578
2024-05-24,198.135883,199.378890,197.246360,198.487787,28781788
2024-05-27,198.148090,201.694567,195.258250,198.795289,44835622
2024-05-28,199.742125,204.745211,197.348811,202.320996,42745818
2024-05-29,202.497502,202.713600,199.549636,199.762816,66503858
2024-05-30,200.198134,204.638409,198.450564,202.867537,44298029
2024-05-31,203.639954,206.409257,197.495303,200.218073,53140257
2024-06-03,199.982316,201.618564,199.237338,200.870278,34444281
2024-06-04,201.341123,203.681474,198.505172,200.839694,49100054
2024-06-05,201.605739,203.896529,200.184773,202.469476,45733340
2024-06-06,201.821922,203.030663,201.450073,202.657276,54622405
2024-06-07,203.163931,209.758960,202.797416,209.381228,64870351
2024-06-10,209.712496,212.181146,206.819225,209.282816,39186789
2024-06-11,209.968110,211.805222,206.847992,208.673780,67036530
2024-06-12,208.768347,211.214088,204.324116,206.746166,33320070
2024-06-13,206.383260,208.957009,205.447987,208.014345,45781120
2024-06-14,207.707408,209.807558,206.764872,208.859793,46652431
2024-06-17,209.284173,211.588808,208.624090,210.923555,24517735
2024-06-18,211.210896,214.374176,208.656175,211.812182,56883509
2024-06-19,213.000278,213.683775,209.342966,210.016889,11256627
2024-06-20,209.340625,210.678146,204.272371,205.585902,18212883
2024-06-21,205.650122,208.381260,200.024651,202.716833,27988826
2024-06-24,202.266225,206.391158,199.902131,204.006721,47169357
2024-06-25,203.951741,207.300424,203.151856,206.490581,60231182
2024-06-26,206.238594,207.157032,203.302303,204.211715,10659875
2024-06-27,204.916438,205.809688,198.694805,199.564727,26322502
2024-06-28,199.560761,202.475029,199.343506,202.254841,12625391
2024-07-01,202.666081,203.732230,201.045358,202.108573,35474009
2024-07-02,202.237531,209.041603,199.876098,206.628894,69927797
2024-07-03,206.584761,209.102536,199.250915,201.709269,9650002
2024-07-04,201.578356,203.466262,197.578215,199.446153,28896921
2024-07-05,199.300485,207.233949,196.410543,204.271919,55067551
2024-07-08,203.511701,207.067224,203.251178,206.802489,40052643
2024-07-09,206.996247,208.920221,204.920391,206.842939,8116895
2024-07-10,207.101298,210.945933,205.426663,209.253892,26780170
2024-07-11,209.334453,210.176560,207.938163,208.778032,54514737
2024-07-12,209.164378,211.831060,205.937258,208.596703,33950643
2024-07-15,208.012389,208.473856,206.334903,206.793667,40660628
2024-07-16,206.556832,208.704483,199.584710,201.681672,41726879
2024-07-17,201.639525,204.734154,199.456687,202.541552,43976589
2024-07-18,202.028732,204.445618,198.664298,201.069711,49942044
2024-07-19,202.572065,204.212831,199.714579,201.345409,42702439
2024-07-22,201.096237,205.347766,198.712763,202.942411,13426457
2024-07-23,203.322708,206.115767,202.232651,205.016628,52434063
2024-07-24,205.564618,205.794122,205.020531,205.249683,54858794
2024-07-25,205.721549,211.522281,203.406855,209.168799,67880774
2024-07-26,209.498123,210.760715,205.750388,206.997912,41186361
2024-07-29,208.044659,208.672916,202.516064,203.129478,62880975
2024-07-30,202.712169,205.899321,200.354154,203.531772,12062994
2024-07-31,203.547103,207.017348,201.805692,205.261272,42867539
2024-08-01,204.909676,211.091589,204.023167,210.182269,51645997
2024-08-02,209.204907,213.509583,206.357642,210.642749,42096128
2024-08-05,209.927173,213.834385,207.410815,211.301553,36547382
2024-08-06,210.791130,212.480233,209.360378,211.047740,60656432
2024-08-07,211.037182,213.903259,209.580413,212.436828,18983147
2024-08-08,212.337713,213.521085,210.293081,211.471627,10033358
2024-08-09,211.440837,212.984343,207.591542,209.118092,41403736
2024-08-12,208.918654,213.768682,205.974771,210.798313,31322958
2024-08-13,210.960472,211.372623,210.497821,210.909873,64886925
2024-08-14,209.484431,214.870259,208.976133,214.350155,28112183
2024-08-15,214.425329,219.274556,213.029870,217.856765,56543857
2024-08-16,218.768856,220.151656,215.856971,217.230044,26811009
2024-08-19,216.911529,218.910763,214.621893,216.618425,52765957
2024-08-20,215.374107,216.670367,212.897098,214.186209,56638164
2024-08-21,213.303005,218.892254,210.325089,215.878383,64936924
2024-08-22,216.951229,219.204851,208.768234,210.959616,23061279
2024-08-23,211.318723,213.739364,209.775630,212.189910,38051280
2024-08-26,212.397715,218.393162,210.740798,216.702662,62911685
2024-08-27,216.275710,221.806087,215.922517,221.444453,20251030
2024-08-28,221.333554,225.831782,219.198615,223.674265,34331841
2024-08-29,223.160065,226.330809,219.282688,222.443246,65469315
2024-08-30,221.928366,225.911441,221.544722,225.521585,44246023
2024-09-02,223.728207,228.912014,222.787133,227.953169,44138212
2024-09-03,226.912004,229.922922,225.643618,228.644850,35964169
2024-09-04,229.096908,229.465109,227.919726,228.286625,11280956
2024-09-05,228.231722,230.845994,217.568310,220.089315,68466392
2024-09-06,219.514754,220.919725,216.352080,217.745729,36696033
2024-09-09,218.333256,221.226639,211.973081,214.819905,52809646
2024-09-10,213.793855,220.789283,210.688307,217.628039,39222115
2024-09-11,218.252716,220.961916,215.740497,218.447455,61004888
2024-09-12,219.294531,221.504250,218.653333,220.858479,19648902
2024-09-13,220.460825,223.496677,215.564186,218.574056,17391372
2024-09-16,218.358405,219.186924,216.487084,217.311631,17877468
2024-09-17,217.348240,220.585718,214.923875,218.152383,13427367
2024-09-18,217.549100,219.247304,213.687706,215.368891,18257834
2024-09-19,214.776509,219.765727,213.206291,218.170694,43106689
2024-09-20,219.340181,222.534654,214.804343,217.978992,45271025
2024-09-23,216.993483,219.562550,214.920156,217.484531,37577326
